A,abstract
2005,"The invention concerns a method and a device for monitoring enablement of an electrical apparatus connected to a power grid. The method consists in: transmitting (A) from a specialised transmitter (ES) to the electrical apparatus (EA) a coded information message comprising an enablement information, in accordance with an enablement control code; and in receiving (B) by means of a receiver (R) equipping the electrical apparatus (EA) said information message. The latter is decoded (C) in accordance with specific enablement data integrated in the receiver (R) to generate decoded enablement data. The enablement of the electrical apparatus (EA) is granted (D, E) if the decoded data are in conformity with the integrated specific enablement data and enablement is refused (D, F) otherwise. The invention is useful for protecting electrical appliances against theft, for managing service delivery on a distant site, monitoring contractual terms."
2005,"Systems, devices and methods for lighting include a lighting fixture having a first electrical system including a first set of electrical components operable by a first power source located remotely from the lighting fixture. A first light-emitting device is mountable to the housing and energizable through the first electrical system during periods of predetermined levels of light. A second electrical system including a second set of electrical components is operable by a second power source located locally with respect to the lighting fixture. A second light-emitting device is mountable to the housing and automatically energized through the second electrical system during predetermined levels of power from the alternating current power source. And, the first set of electrical components are distinct from and independent of the second set of electrical components. Methods of lighting and reducing energy costs through incorporating the lighting device are also disclosed."
2005,"Protection systems for electrical systems such as substation power dividers are described. The protection systems may be designed and used to detect and clear faults that may occur within the substation power dividers. For example, a first Rogowski coil may be used to detect current along a primary conductor, and output a corresponding current signal to a multi-function, differential relay having multiple voltage and current inputs. Similarly, additional Rogowski coils may be used at each of a plurality of secondary feeders, where power from the primary feeder may be distributed to the secondary feeders using a connection bus. By comparing the signals from the first Rogowski coil and the additional Rogowski coils, the differential relay may determine whether a fault exists at some point along the conductor(s) and between the first Rogowski coils and the additional Rogowski coils, including whether a fault is associated with the connection bus. Further, the relay may then, in response to the fault, trip a circuit breaker or other network protection device, so that the fault may be corrected."
2005,"Methods, systems and circuits for analyzing the performance of a vehicle having an electrical system are provided which determine a shift point while the vehicle is being driven. The shift point is determined using acceleration data and RPM data generated from the electrical system."
2005,"Method and system for transmitting/receiving or communicating data and information on electric power line between two electronic controlled devices, namely, and electric user (HA), in particular a household appliance, having a first electronic control system and at least a first electric load, and a monitoring or control device (SA), having a second electronic control system, the device (SA) being located on the line between an electric power outlet and the first electric load. The transmission/reception or communication of data and information on the line is obtained by means of electric power modulation between the user (HA) and the device (SA), and/or vice-versa."
2005,"In regenerative braking mode, an inverter converts, according to PWMC signal from a control unit, an AC voltage generated by a motor into a DC voltage to supply the converted DC voltage to an up-converter which down-converts the DC voltage to charge a DC power supply. The control unit receives voltage V2 from a voltage sensor to stop the up-converter if voltage V2 is higher than a predetermined value. The control unit further receives voltage Vf from a voltage sensor that is applied to a DC/DC converter and stops the up-converter if voltage Vf is higher than a predetermined value. Moreover, the control unit receives voltage V1 of the DC power supply from a voltage sensor to stop the up-converter if voltage V1 does not match voltage V2."
2005,"In order to provide an air conditioner capable of safely discharging drain water outwards, and having good assembly properties and maintenance properties, an electrical equipment box 270 including a control substrate is placed on the side of a first side plate 250 of a base panel 200, and a drain pump unit 600 is placed adjacent to a second side plate 260, to treat drain water in a position apart from an electrical system."
2005,"In an integrated system of alarm components used in the real estate industry, the product family consists of three primary components: a portable transmitter unit, a vehicle-mounted transceiver unit, and a house-installed receiver unit. The system is intended to enhance the personal safety of real estate professionals who venture into the field, e.g., to show vacant houses to potential buyers. The transmitter is sized to be handheld, attached with a belt clip, or carried in pocket. When a panic button on the transmitter is depressed, the transmitter sends coded radio frequency signals which will activate either or both of the vehicle-mounted transceiver and the house-installed receiver as well as other system devices within range. When the transceiver is activated, the unit's horn will sound, and the transceiver will in turn transmit a coded radio frequency signal to any one or more identified receiver units sharing the same signal code. The receiver unit also comprises a horn that will sound upon receipt of the correct signal. Additionally, contacts are operated to signal ancillary devices that are interfaced to the unit."
2005,"In a packaged integrated circuit, the package inductance limits the rate at which off-chip current may be varied in response to a change in on-chip current demand of the integrated circuit. The present invention provides an on-chip voltage regulator circuit for regulating multi-cycle voltage fluctuations of an integrated circuit associated with changes in current demand of the integrated circuit. The voltage regulator sources current to prevent an undervoltage conditions and sinks current to prevent an overvoltage condition."
2005,"In a lighting system for a vehicle comprising lamp deflection angle control means for changing and controlling a deflection angle in the irradiating direction of a lamp corresponding to the running situation of the vehicle, lamp deflection angle control means 2 and 4 include means 45 and 5 for setting the irradiating direction of a lamp 30 into a preset reference position when an ignition switch S2 is turned ON. When the electrical system of the vehicle is turned ON so that the illumination of the vehicle can be carried out, the irradiating direction of the lamp 30 is set into the reference position. Consequently, when the lamp is turned ON again, a car running in an opposite direction can be prevented from being dazzled by the illuminated light of the lamp."
