"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0675675675675676,0.391891891891892,0.202702702702703,0.0540540540540541,0.0405405405405405,0.0472972972972973,0.0540540540540541,0.0405405405405405,0.0608108108108108,0.0405405405405405
"2",0.0598290598290598,0.0683760683760684,0.230769230769231,0.205128205128205,0.0512820512820513,0.0683760683760684,0.0427350427350427,0.0683760683760684,0.153846153846154,0.0512820512820513
"3",0.0723684210526316,0.223684210526316,0.0394736842105263,0.0592105263157895,0.0592105263157895,0.0921052631578947,0.0723684210526316,0.25,0.0526315789473684,0.0789473684210526
"4",0.194805194805195,0.0454545454545455,0.0454545454545455,0.0649350649350649,0.051948051948052,0.0649350649350649,0.0584415584415584,0.0974025974025974,0.162337662337662,0.214285714285714
"5",0.0504201680672269,0.336134453781513,0.0504201680672269,0.117647058823529,0.0840336134453782,0.0840336134453782,0.0672268907563025,0.0504201680672269,0.092436974789916,0.0672268907563025
"6",0.3125,0.0347222222222222,0.0347222222222222,0.145833333333333,0.0902777777777778,0.0486111111111111,0.0486111111111111,0.0972222222222222,0.0972222222222222,0.0902777777777778
"7",0.0526315789473684,0.0986842105263158,0.138157894736842,0.348684210526316,0.0723684210526316,0.0460526315789474,0.0394736842105263,0.0657894736842105,0.0986842105263158,0.0394736842105263
"8",0.0677966101694915,0.0451977401129944,0.0338983050847458,0.0338983050847458,0.0621468926553672,0.514124293785311,0.0508474576271186,0.0338983050847458,0.0677966101694915,0.0903954802259887
"9",0.0790960451977401,0.0395480225988701,0.0395480225988701,0.0395480225988701,0.0508474576271186,0.497175141242938,0.0395480225988701,0.0282485875706215,0.0734463276836158,0.112994350282486
"10",0.0941176470588235,0.0705882352941176,0.0705882352941176,0.0705882352941176,0.0823529411764706,0.0823529411764706,0.0823529411764706,0.0588235294117647,0.141176470588235,0.247058823529412
"11",0.0482758620689655,0.0482758620689655,0.468965517241379,0.0551724137931034,0.0758620689655172,0.0482758620689655,0.124137931034483,0.0413793103448276,0.0413793103448276,0.0482758620689655
"12",0.109489051094891,0.0583941605839416,0.372262773722628,0.0583941605839416,0.109489051094891,0.0364963503649635,0.109489051094891,0.0437956204379562,0.0437956204379562,0.0583941605839416
"13",0.166666666666667,0.0434782608695652,0.0579710144927536,0.0652173913043478,0.0579710144927536,0.036231884057971,0.036231884057971,0.427536231884058,0.036231884057971,0.072463768115942
