A,abstract
2010,"When an ignition switch (22) is operated to other than a start position for cranking an engine (20), a switch (relay 28) places a megafuse (30) in circuit with protecting cables to the electric starter motor (18) and alternator (16) to protect against shorts. When ignition switch (22) is operated to start position for cranking the engine (20), switch (28) removes the megafuse (30) from protecting the cables. If a short blew the megafuse (30) before starting, the ignition switch (22) cannot operate the switch (28) and the engine cannot be cranked."
2010,"This specification discloses various improvements in the field of SPR sensing systems. One improvement relates to a portable SPR sensing system, e.g., a system contained within a suitcase that can be hand-carried to a monitoring site. Another improvement relates to a portable, cartridge-based SPR sensing system. In this system, selected portions of the system's electrical and fluidics systems are allocated between a base unit and a removable/disposable cartridge. Other improvements relate to methods or protocols for operating an SPR sensing system. Such methods provide for the elimination of false positives and increased sensitivity, e.g., by using secondary antibodies with specificity for different target epitopes and by sensor element redundancy. In addition, protocols are provided for the detection of small molecules. Such protocols may employ a competition type assay where the presence of the analyte inhibits the binding of antibodies to surface immobilized analyte, or a displacement assay, where antibodies bound to the analyte on the sensor surface are displaced by free analyte."
2010,"There is described an electrical system including a device which features a load current circuit and connection terminals for connection of the load current circuit. In the supply line to the connection terminals, separation contacts are present for separating the load current circuit during operation of the device. Means for explosion protection are provided in connection with the separation contacts."
2010,"The reader (1) for a utility meter is disclosed. The reader (1) is capable of receiving data, in a variety of different protocols, by either inductive coupling or by radio frequency transmission. The reader (1) is a hand-held device which comprises an inductive read nozzle (2), a RF module, a display (4), a keypad (5) a trigger switch (6), a handle (7) a communication port (8), a battery charging interface (9), a memory and a microprocessor. The reader (1) is capable of storing utility usage data in memory and/or downloading utility usage data to a computer through the communication port (8)."
2010,"The present technology relates to protocols relative to utility meters associated with an open operational framework. More particularly, the present subject matter relates to protocol subject matter for advanced metering infrastructure, adaptable to various international standards, while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field. The present subject matter supports meters within an ANSI standard C12.22/C12.19 system while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field, all to permit cell-based adaptive insertion of C12.22 meters within an open framework. Cell isolation is provided through quasi-orthogonal sequences in a frequency hopping network. Additional features relate to apparatus and methodology subject matters relating to Downlink routing mechanisms."
2010,"The present technology relates to protocols relative to utility meters associated with an open operational framework. More particularly, the present subject matter relates to protocol subject matter for advanced metering infrastructure, adaptable to various international standards, while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field. The present subject matter supports meters within an ANSI standard C12.22/C12.19 system while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field, all to permit cell-based adaptive insertion of C12.22 meters within an open framework. Cell isolation is provided through quasi-orthogonal sequences in a frequency hopping network. Additional features relate to apparatus and methodology subject matters relating to cell size management."
2010,"The present technology relates to protocols relative to utility meters associated with an open operational framework. More particularly, the present subject matter relates to protocol subject matter for advanced metering infrastructure, adaptable to various international standards, while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field. The present subject matter supports meters within an ANSI standard C12.22/C12.19 system while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field, all to permit cell-based adaptive insertion of C12.22 meters within an open framework. Cell isolation is provided through quasi-orthogonal sequences in a frequency hopping network. Additional features relate to apparatus and methodology subject matters relating to crystal drift compensation in a mesh network."
2010,"The present technology relates to protocols relative to utility meters associated with an open operational framework. More particularly, the present subject matter relates to protocol subject matter for advanced metering infrastructure, adaptable to various international standards, while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field. The present subject matter supports meters within an ANSI standard C12.22/C12.19 system while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field, all to permit cell-based adaptive insertion of C12.22 meters within an open framework. Cell isolation is provided through quasi-orthogonal sequences in a frequency hopping network. Additional features relate to apparatus and methodology subject matters relating to broadcast acknowledgement features."
2010,"The present technology relates to protocols relative to utility meters associated with an open operational framework. More particularly, the present subject matter relates to protocol subject matter for advanced metering infrastructure, adaptable to various international standards, while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field. The present subject matter supports meters within an ANSI standard C12.22/C12.19 system while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field, all to permit cell-based adaptive insertion of C12.22 meters within an open framework. Cell isolation is provided through quasi-orthogonal sequences in a frequency hopping network. Additional features relate to apparatus and methodology subject matters relating to Number-of-sons' management."
2010,"The present technology relates to protocols relative to utility meters associated with an open operational framework. More particularly, the present subject matter relates to protocol subject matter for advanced metering infrastructure, adaptable to various international standards, while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field. The present subject matter supports meters within an ANSI standard C12.22/C12.19 system while economically supporting a 2-way mesh network solution in a wireless environment, such as for operating in a residential electricity meter field, all to permit cell-based adaptive insertion of C12.22 meters within an open framework. Particular present features relate to the use of minimal propagation delay path to optimize a mesh network."
