"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.110169491525424,0.101694915254237,0.0593220338983051,0.0508474576271186,0.11864406779661,0.254237288135593,0.0508474576271186,0.0593220338983051,0.144067796610169,0.0508474576271186
"2",0.1875,0.0625,0.125,0.142857142857143,0.0625,0.0982142857142857,0.0714285714285714,0.0803571428571429,0.0714285714285714,0.0982142857142857
"3",0.0666666666666667,0.0777777777777778,0.0666666666666667,0.0555555555555556,0.0888888888888889,0.0888888888888889,0.0666666666666667,0.1,0.322222222222222,0.0666666666666667
"4",0.267857142857143,0.0446428571428571,0.0625,0.160714285714286,0.0535714285714286,0.133928571428571,0.0625,0.0803571428571429,0.0714285714285714,0.0625
"5",0.0606060606060606,0.101010101010101,0.222222222222222,0.0606060606060606,0.0707070707070707,0.181818181818182,0.101010101010101,0.0606060606060606,0.0707070707070707,0.0707070707070707
"6",0.148148148148148,0.0740740740740741,0.0864197530864197,0.135802469135802,0.0864197530864197,0.123456790123457,0.0617283950617284,0.0740740740740741,0.0864197530864197,0.123456790123457
"7",0.0520833333333333,0.104166666666667,0.0520833333333333,0.177083333333333,0.0729166666666667,0.0625,0.0520833333333333,0.25,0.09375,0.0833333333333333
"8",0.0347222222222222,0.0416666666666667,0.0416666666666667,0.0347222222222222,0.0347222222222222,0.0416666666666667,0.0555555555555556,0.625,0.0416666666666667,0.0486111111111111
"9",0.0625,0.1484375,0.0625,0.0625,0.0703125,0.2890625,0.046875,0.046875,0.15625,0.0546875
"10",0.0592592592592593,0.0444444444444444,0.0666666666666667,0.0666666666666667,0.0740740740740741,0.0518518518518519,0.125925925925926,0.0962962962962963,0.0444444444444444,0.37037037037037
"11",0.173913043478261,0.0652173913043478,0.0652173913043478,0.0760869565217391,0.25,0.0652173913043478,0.0760869565217391,0.0652173913043478,0.108695652173913,0.0543478260869565
"12",0.0446428571428571,0.107142857142857,0.160714285714286,0.0982142857142857,0.0535714285714286,0.151785714285714,0.0535714285714286,0.107142857142857,0.178571428571429,0.0446428571428571
"13",0.047244094488189,0.275590551181102,0.0551181102362205,0.094488188976378,0.0551181102362205,0.0866141732283465,0.141732283464567,0.0708661417322835,0.102362204724409,0.0708661417322835
"14",0.105263157894737,0.0526315789473684,0.0526315789473684,0.0964912280701754,0.0701754385964912,0.0701754385964912,0.342105263157895,0.0526315789473684,0.0526315789473684,0.105263157894737
"15",0.0381679389312977,0.450381679389313,0.0458015267175573,0.0687022900763359,0.099236641221374,0.0534351145038168,0.0458015267175573,0.0763358778625954,0.0687022900763359,0.0534351145038168
"16",0.0422535211267606,0.197183098591549,0.133802816901408,0.0352112676056338,0.147887323943662,0.0563380281690141,0.0774647887323944,0.119718309859155,0.112676056338028,0.0774647887323944
"17",0.040650406504065,0.0650406504065041,0.178861788617886,0.0731707317073171,0.0487804878048781,0.121951219512195,0.0569105691056911,0.0975609756097561,0.219512195121951,0.0975609756097561
"18",0.0543478260869565,0.0760869565217391,0.0652173913043478,0.0543478260869565,0.0760869565217391,0.0760869565217391,0.0543478260869565,0.0978260869565217,0.326086956521739,0.119565217391304
"19",0.0610687022900763,0.0610687022900763,0.0458015267175573,0.488549618320611,0.0458015267175573,0.0534351145038168,0.0458015267175573,0.0534351145038168,0.0381679389312977,0.106870229007634
"20",0.0504201680672269,0.0672268907563025,0.0504201680672269,0.151260504201681,0.0504201680672269,0.0504201680672269,0.0588235294117647,0.092436974789916,0.0672268907563025,0.361344537815126
"21",0.0578947368421053,0.0368421052631579,0.0315789473684211,0.121052631578947,0.0578947368421053,0.0894736842105263,0.431578947368421,0.0631578947368421,0.0315789473684211,0.0789473684210526
"22",0.251533742331288,0.0613496932515337,0.0429447852760736,0.214723926380368,0.0368098159509202,0.0797546012269939,0.110429447852761,0.0920245398773006,0.0552147239263804,0.0552147239263804
"23",0.102803738317757,0.0467289719626168,0.0654205607476635,0.0560747663551402,0.0654205607476635,0.327102803738318,0.0934579439252336,0.0560747663551402,0.11214953271028,0.0747663551401869
"24",0.234782608695652,0.0521739130434783,0.0434782608695652,0.191304347826087,0.0695652173913043,0.139130434782609,0.0434782608695652,0.0695652173913043,0.0782608695652174,0.0782608695652174
"25",0.243478260869565,0.0434782608695652,0.0608695652173913,0.234782608695652,0.0521739130434783,0.0521739130434783,0.0521739130434783,0.0869565217391304,0.11304347826087,0.0608695652173913
"26",0.0941176470588235,0.0941176470588235,0.141176470588235,0.0705882352941176,0.0705882352941176,0.105882352941176,0.0823529411764706,0.0823529411764706,0.188235294117647,0.0705882352941176
"27",0.0683760683760684,0.0683760683760684,0.0427350427350427,0.0854700854700855,0.094017094017094,0.0683760683760684,0.341880341880342,0.0683760683760684,0.0512820512820513,0.111111111111111
"28",0.0677966101694915,0.152542372881356,0.203389830508475,0.076271186440678,0.0847457627118644,0.135593220338983,0.076271186440678,0.076271186440678,0.0508474576271186,0.076271186440678
"29",0.0887096774193548,0.0645161290322581,0.0645161290322581,0.483870967741935,0.0403225806451613,0.0403225806451613,0.0483870967741935,0.0645161290322581,0.0403225806451613,0.0645161290322581
"30",0.14,0.19,0.06,0.11,0.06,0.14,0.07,0.06,0.05,0.12
"31",0.0512820512820513,0.0683760683760684,0.461538461538462,0.0598290598290598,0.0512820512820513,0.094017094017094,0.0598290598290598,0.0512820512820513,0.0598290598290598,0.0427350427350427
"32",0.0490196078431373,0.0686274509803922,0.205882352941176,0.0588235294117647,0.0980392156862745,0.0686274509803922,0.137254901960784,0.166666666666667,0.0686274509803922,0.0784313725490196
