"","V1","V2","V3","V4","V5"
"1",0.408695652173913,0.147826086956522,0.147826086956522,0.104347826086957,0.191304347826087
"2",0.113821138211382,0.479674796747967,0.105691056910569,0.186991869918699,0.113821138211382
"3",0.152173913043478,0.0942028985507246,0.579710144927536,0.0797101449275362,0.0942028985507246
"4",0.252252252252252,0.153153153153153,0.198198198198198,0.108108108108108,0.288288288288288
"5",0.0939597315436242,0.214765100671141,0.0671140939597315,0.147651006711409,0.476510067114094
"6",0.0855263157894737,0.105263157894737,0.0723684210526316,0.105263157894737,0.631578947368421
"7",0.0711462450592885,0.150197628458498,0.0474308300395257,0.114624505928854,0.616600790513834
"8",0.130718954248366,0.124183006535948,0.516339869281046,0.0849673202614379,0.143790849673203
"9",0.162162162162162,0.0945945945945946,0.0675675675675676,0.25,0.425675675675676
"10",0.167630057803468,0.138728323699422,0.109826589595376,0.433526011560694,0.15028901734104
"11",0.131868131868132,0.186813186813187,0.131868131868132,0.21978021978022,0.32967032967033
"12",0.23015873015873,0.0952380952380952,0.452380952380952,0.0952380952380952,0.126984126984127
"13",0.0751445086705202,0.312138728323699,0.0578034682080925,0.421965317919075,0.132947976878613
"14",0.198019801980198,0.168316831683168,0.099009900990099,0.118811881188119,0.415841584158416
"15",0.510489510489511,0.132867132867133,0.132867132867133,0.104895104895105,0.118881118881119
"16",0.297872340425532,0.148936170212766,0.170212765957447,0.180851063829787,0.202127659574468
"17",0.4,0.179310344827586,0.0896551724137931,0.117241379310345,0.213793103448276
"18",0.507692307692308,0.0923076923076923,0.161538461538462,0.1,0.138461538461538
"19",0.164285714285714,0.228571428571429,0.392857142857143,0.1,0.114285714285714
"20",0.134751773049645,0.141843971631206,0.120567375886525,0.106382978723404,0.49645390070922
"21",0.221311475409836,0.139344262295082,0.0983606557377049,0.122950819672131,0.418032786885246
"22",0.118811881188119,0.247524752475248,0.118811881188119,0.277227722772277,0.237623762376238
"23",0.241610738255034,0.087248322147651,0.442953020134228,0.147651006711409,0.0805369127516778
"24",0.192857142857143,0.4,0.107142857142857,0.121428571428571,0.178571428571429
"25",0.0869565217391304,0.0993788819875776,0.062111801242236,0.15527950310559,0.596273291925466
"26",0.330645161290323,0.120967741935484,0.330645161290323,0.129032258064516,0.0887096774193548
"27",0.345323741007194,0.251798561151079,0.165467625899281,0.129496402877698,0.107913669064748
"28",0.0710059171597633,0.408284023668639,0.0769230769230769,0.171597633136095,0.272189349112426
"29",0.514925373134328,0.134328358208955,0.134328358208955,0.0895522388059701,0.126865671641791
"30",0.118518518518519,0.118518518518519,0.118518518518519,0.207407407407407,0.437037037037037
"31",0.242718446601942,0.135922330097087,0.223300970873786,0.194174757281553,0.203883495145631
"32",0.203007518796992,0.225563909774436,0.345864661654135,0.105263157894737,0.120300751879699
"33",0.101910828025478,0.10828025477707,0.0955414012738854,0.133757961783439,0.560509554140127
"34",0.099290780141844,0.0709219858156028,0.624113475177305,0.099290780141844,0.106382978723404
"35",0.0593220338983051,0.076271186440678,0.0466101694915254,0.644067796610169,0.173728813559322
"36",0.127906976744186,0.151162790697674,0.116279069767442,0.441860465116279,0.162790697674419
"37",0.303030303030303,0.141414141414141,0.121212121212121,0.181818181818182,0.252525252525253
"38",0.126829268292683,0.0682926829268293,0.0487804878048781,0.663414634146341,0.0926829268292683
"39",0.123287671232877,0.171232876712329,0.0821917808219178,0.13013698630137,0.493150684931507
"40",0.126126126126126,0.27027027027027,0.108108108108108,0.171171171171171,0.324324324324324
"41",0.144067796610169,0.110169491525424,0.177966101694915,0.23728813559322,0.330508474576271
"42",0.173553719008264,0.148760330578512,0.388429752066116,0.148760330578512,0.140495867768595
"43",0.2,0.121739130434783,0.469565217391304,0.0869565217391304,0.121739130434783
"44",0.346153846153846,0.146153846153846,0.161538461538462,0.192307692307692,0.153846153846154
"45",0.0961538461538462,0.275641025641026,0.0961538461538462,0.416666666666667,0.115384615384615
"46",0.156716417910448,0.141791044776119,0.462686567164179,0.141791044776119,0.0970149253731343
"47",0.0883977900552486,0.497237569060773,0.154696132596685,0.0662983425414365,0.193370165745856
"48",0.139393939393939,0.157575757575758,0.127272727272727,0.0909090909090909,0.484848484848485
"49",0.213114754098361,0.163934426229508,0.409836065573771,0.131147540983607,0.0819672131147541
"50",0.211009174311927,0.18348623853211,0.155963302752294,0.128440366972477,0.321100917431193
"51",0.194117647058824,0.0647058823529412,0.6,0.0705882352941176,0.0705882352941176
"52",0.134453781512605,0.126050420168067,0.470588235294118,0.142857142857143,0.126050420168067
"53",0.231884057971014,0.210144927536232,0.166666666666667,0.108695652173913,0.282608695652174
"54",0.103225806451613,0.129032258064516,0.0903225806451613,0.503225806451613,0.174193548387097
"55",0.277777777777778,0.259259259259259,0.231481481481481,0.12037037037037,0.111111111111111
"56",0.0718954248366013,0.104575163398693,0.065359477124183,0.620915032679739,0.137254901960784
"57",0.478571428571429,0.0857142857142857,0.25,0.0857142857142857,0.1
"58",0.136752136752137,0.11965811965812,0.094017094017094,0.170940170940171,0.478632478632479
"59",0.142857142857143,0.438775510204082,0.112244897959184,0.153061224489796,0.153061224489796
