A,abstract
2020,"When operating electricity storage apparatuses in parallel, the degree of degradation of the electricity storage apparatuses is made uniform without using another apparatus or the like. An electricity storage system includes a plurality of electricity storage apparatuses configured to connect to a power grid and supply power to a load and a detector configured to detect a forward power flow from the power grid. The plurality of electricity storage apparatuses includes a plurality of storage cells configured to be charged using electric power supplied by the power grid and a plurality of power controllers configured to control charging and discharging of respective storage cells in the plurality of storage cells. Each of the plurality of power controllers sets a condition for starting discharge of each of the plurality of storage cells on the basis of the state of each of the plurality of storage cells."
2020,"When a voltage-fluctuation suppression device suppresses, for input/output of connected power between a first power grid, or a commercial power grid, and a second power grid including a power generation device and grid-connected to the first power grid, voltage fluctuations in the first power grid, a control unit includes a voltage allowable range computing unit, controls a ratio between active and reactive power output by the voltage-fluctuation suppression device to be equal to a ratio between active and reactive power of power flowing between the first and second power grids, and controls the ratio between the active and reactive power output by the voltage-fluctuation suppression device to be equal to the ratio between the active and reactive power of power flowing between the first and second power grids."
2020,"Various systems and methods may benefit from determination of environmental signatures in recordings. For example, such signatures may aid forensic analysis and alignment of media recordings, such as alignment of audio or video recordings. A method can include extracting electric network frequency signals from an image sequence of a video recording or an audio recording. The method can also include synchronizing the video recording or the audio recording with at least one other datum based on the electric network frequency signals."
2020,"Various implementations described herein are directed to a method for detecting, by a device, an increase in temperature at certain parts of an electrical system, and taking appropriate responsive action. The method may include measuring temperatures at certain locations within the system and estimating temperatures at other locations based on the measurements. Some embodiments disclosed herein include an integrated cable combining electrical conduction and heat-detection capabilities, or an integrated cable or connector combining electrical conduction with a thermal fuse."
2020,"This disclosure describes techniques for analyzing statistical quality of bitstrings produced by a physical unclonable function (PUF). The PUF leverages resistance variations in the power grid wires of an integrated circuit. Temperature and voltage stability of the bitstrings are analyzed. The disclosure also describes converting a voltage drop into a digital code, wherein the conversion is resilient to simple and differential side-channel attacks."
2020,"The resource metering system comprises: an end-point device (25) consuming a resource, in particular for usage in a building (2) or in an outdoor lighting system, said device comprising a detection unit that produces status information and an indicator of usefulness; a smart meter (20) comprising: a communication circuitry provided with an interface adapted for receiving from said device status information and said indicator of usefulness; a metrology device connected to a medium (17) that provides the resource to said device; and a control circuitry connected to the metrology device for collecting resource consumption data, the control circuitry being connected to the communication circuitry and adapted to produce monitoring data to be securely transmitted to a server (10) after processing the status information and said indicator. Monitoring data are used when determining consumption tariffs, so as to encourage energy efficient usage of the device."
2020,"The present invention teaches methods of performing appliance itemization based on consumption data, including: receiving at a processor the data; determining if the data includes active signals and/or inactive signals; upon detection of an active signal: detecting and estimating active water heating consumption and lighting consumption; upon detection of an inactive signal: detecting and estimating passive water heating consumption, refrigerator consumption; and detecting vacation mode. Methods are disclosed of appliance itemization based whole house consumption data consumption from an advanced metering infrastructure device, the data being at 15, 30, or 60 minute intervals, including: applying disaggregation models to provide detection and estimation of any lighting, water heating, refrigeration, pool pumps, heating, or cooling appliances; applying rule-based models to provide detection and estimation of any cooking, laundry, entertainment, and/or miscellaneous appliances; wherein the disaggregation models and the rule-based models provide for a near complete appliance level itemization and estimation."
2020,"The present invention provides a system and method for pilot(s) to avoid engaging incorrect control(s) and/or switch(es) in the event of engine fire or mechanical malfunction, to prevent shutdown of a functioning engine. The system and method employs amber or another color lights to indicate a malfunction that the pilot may correct, such as restarting a functional engine that has ceased working. Additionally, the system and method of the present invention employs red or another color lights to indicate to the pilot(s) that a mandatory shutdown of a failed engine is required, and provides guidance to the correct controls and switches, as indicated and positively identified by the lighting system and method."
2020,"The present invention discloses a micro-grid distributed energy resource bidding method based on artificial immunity including the following steps: processing the collected information by a bidding unit agent to form artificial immune antigen of quotation environmental; performing solving based on artificial immune algorithm to obtain antibody meeting the interest of a distributed energy resource; and decoding the antibody to obtain a bidding scheme of the distributed energy resource. The present invention utilizes artificial immune intelligent algorithm with strong ability of information processing and self-adaption, thus solving the problem of uncontrollable bidding under complicated environment. Uncertainty problem resulted by the intermittent power supply is overcomed by the capability of self-adaption and defect tolerance of artificial immunity during bidding process. In addition, the coordination of entire micro-grid MAS is improves by coordinated evolution of artificial immunity."
2020,"The present invention discloses a control system for monitoring and control of a micro-grid (100). The control system comprises a first controller for controlling of at least one of a power generation source and an electrical load, and a second controller (245) for controlling a rotating electrical machine (246). The rotating electrical machine (246) is electrically connectable to an electrical bus (205) of the micro-grid (100) for one of receiving electrical power and supplying electrical power. The second controller (245) is configured to coordinate with the first controller for operating the rotating electrical machine (246) by engaging the clutch (244) to couple the rotating electrical machine (246) to the prime mover (242), for supplying power."
2020,"The present disclosure relates to an arrangement of auxiliary assemblies in a combustion machine including an electric machine which is operable as a generator and preferably also as a motor. The arrangement further includes an expansion machine, in particular an expansion machine of a waste heat recovery system for converting waste heat of the combustion machine or of an engine braking system into utilizable energy by way of a steam circuit, and a first group of auxiliary assemblies, including a water pump, a fuel predelivery pump, a high-pressure fuel pump, a steering assistance pump and an oil pump."
